message_clean,sentimen
entah gua yakin onic juara tapi semantidakt aja apapun hasilnya kalian lakukan terbaik,positive
mn nih,positive
jugan lupa respek banned,negative
mana suaranya sonic antidakat pialaa,negative
nino,negative
kesuween,positive
aku lah sang kingdon,positive
rrq aja tidak lolos gimana mau main cat with tears of joy face holding back tears cat with tears of joy,negative
yamet kudasai,positive
onic sans landak kuning flexed biceps,neutral
onic tolongs,neutral
kingdom banyak tidaknti skin jadi alterchamps tertawa,negative
onic,positive
kasih,positive
astaghfirullah,negative
onic jt,positive
iklan dlu,neutral
alter ego yok kasian nino belum ngerasain juara,negative
rrq kapan main,positive
kelqmaan,negative
onic lah juaranya,positive
jt alter ego,negative
onic menang,positive
kapan mulai,negative
yuk alter egok piala pertama,neutral
inget,positive
onic,positive
uda kasih alter ego ajha piala nya guys,negative
alter ego bott,negative
bismillah folded hands alther ego,negative
kurangin gengsi up mental let s go antidakat trofi alter ego,negative
malter egonnya jam setentidakh kan,negative
penduduk asli goa hitam pepeqii,negative
onicv,positive
alter ego woyy face blue smiling,negative
udah ketebak,negative
respect alter ego kasih alter ego juara,negative
alter ego all in,negative
bismillah semotidak alter ego menang aminn,positive
semantidakt perwakilan m from kingdom,neutral
ayo alter ego ukir sejarah,neutral
respect,negative
jam brp star nya,positive
mau taruhan sini,neutral
katanya doang main jam tapi mulainya subuh kebiasaan,negative
yok yok onic,negative
ungood tidakmeer,negative
onic goo,negative
bgian tim apa,neutral
king onik bos,positive
alter ego or onic,negative
skip iklan,negative
lama banget jir,negative
onic vs alter ego,negative
sahronic,positive
jam brp mulai nya,positive
m,positive
malter egon jam brpa guys,neutral
langsung aja kasih pialanya king rrq face blue smiling,neutral
raja goa,positive
siapa main hari we,negative
diatas langit apa,positive
milyar gue petidakng onic,negative
tim nya tidak lolos playof jantidakn berisik,negative
samsung frame drop,neutral
katanya jam malam rrq vs evos,neutral
onic menangood tidakme,neutral
alter ego aamiin face blue smiling,negative
berani taruhan tidak,negative
ayokk landak juara,positive
kasih aja pialanya alter ego,negative
kindong bersama altercamp,neutral
bila mula,positive
alter champs go go,positive
percaya tidak alter ego juara,positive
rrq mana katanya final lewat undantidakn parah ni mpl face purple smiling tears,negative
jt aja onic,positive
alter ego menantidakan lah,negative
rrq kok tidak mian,negative
bismillah alter egoo,neutral
lamaa,positive
nungood tidakmeu apaan dah lama mulai nyaa,negative
jam berapa yaa mainnya,negative
nungood tidakmeuin apaan jir mainnya lama woi,negative
alter ego onic bismillah folded hands alter ego juara,negative
hala madrid,positive
iklan sue,positive
gw metidakng onic,neutral
rrq badut clown face,negative
final rrq vs evos kapan tidakis,neutral
iklan,positive
alter ego juara nih,negative
mantidakn,negative
rrg raja setidakla raja,positive
alter ego menang,negative
onic vs alter ego,negative
sayaa rasa onic mentidaklah,positive
kingdom bersama altercamp,positive
kelas,positive
lma kli,negative
rrq majn ntr jam pagi,positive
samsungood tidakme,negative
alter egoe juara nih,negative
rrq juara,positive
jom tengok rrq goa speaking head,neutral
lama nian woy,negative
jam brp sih mainnya,neutral
raja setidakla renner up etss,neutral
banyak iklan,positive
alter ego let s go,negative
onic kalah jt,negative
nonton ribu like cuma ribu body blue raised arms,neutral
lesgoo,positive
bismillah onic juara yaallah aminn,positive
gjls iklan,negative
tidaklaxy s,negative
main nya jam broo,negative
mulainya,positive
all in onic,negative
alter ego sepele kidss,negative
sule klarifikasi,neutral
anjir malter egonnya,negative
berapa jam si,negative
alter ego mengukir sejarah,negative
iklan setidakban wak,neutral
taruhan dosa besar,negative
rrq raja setidakla badut clown face,neutral
mulai jam brp,negative
ntidakntuk min,negative
score feeling,positive
alter ego letsgoo,negative
tidakme menit iklan jam tidak malu apa mobile legend sama tidakme moba,negative
alter ego sepele,negative
bolabdia,positive
bolkoajta,positive
onic or alter ego,negative
logo mpl id nya mau diturunin sendiri apa mau diturunin king alter ego,negative
goo rrq juara,positive
alter ego jt sini dm gua,negative
jam berapa sih,negative
jam brpa,negative
bolokokata,positive
udah rame aja nih,negative
nungood tidakmeu gorentidakn dibagikan face blue smiling,negative
jam anj mulai nyaa,negative
woi koh delwyn live dong,neutral
harap,positive
min sung alter ego,negative
fix rrq goa,neutral
alter ego suka sepelein catat,negative
haus broadcasting,neutral
mulaikhaa,positive
rrq tidak lolos oi,negative
wong irreng,neutral
iklan wok,negative
deg detidakn aa smiling face with tear,neutral
rrq atas onic,positive
loh,negative
alter ego mana suaranya,negative
onic jt,positive
onic onic onic,positive
admin pusing beaming face with smiling eyes,negative
mainya jam,neutral
udah sore kali,negative
deh jantidakn bawa bawa tidak tidak sini dukung main,negative
gua pengen eek,negative
lo ee lo ee,negative
onic sentidakja mentidaklah,negative
bismillahirrahmanirrahim semotidak onic menang amin palms up together,positive
onic jt,positive
alter ego menang gua tandai,negative
seru nih,negative
menang lawan ererki,positive
set woy malter egonya,negative
raja setidakla raja,neutral
rrq kapan main,positive
alter ego sepele coach starsayandrom,negative
nonton ribu like cuma ribu body blue raised arms,neutral
alter ego jt,negative
alter ego jt ayo berani,negative
koh live dong koh,positive
alter egolah taruhan jt makan aja pakai telor,neutral
lamaa,positive
katakan dunia king evos pulang goa tertawatertawa,neutral
apaah tertawaw,positive
alter ego fiks,negative
go go go m,neutral
main jam,neutral
hape xiomi sok taruhan,neutral
alter ego tidaks,negative
elbowcough elbowcough,positive
alter ego jt adakah,negative
kingdom jntidakn kepancing sentidakja hina kingdom kingdom ramai dsini,negative
loudly crying face loudly crying face,negative
onic lah,positive
banyak fans bocil,negative
go kairi hedgehog red heart,negative
onic semantidakt,negative
triliun,positive
jt aja petidakng alter ego gw,negative
nungood tidakmeu m,negative
ayo ayo bismillah onic menang,positive
mu vs,negative
malah judi face with rolling eyes hidup melarat so so an judi taruhan,neutral
lets goo onic id semantidakt onic,negative
fiks alter ego tidur aja,negative
llama sekali yaa,positive
alter ego jt,negative
bismillah folded hands alter ego juara,neutral
masi lama,negative
anj menit,positive
lama cuk,positive
onik jt,positive
onic juta adakah,neutral
tolongs jantidakn harepin alter ego menang biar pasif nya aktif moai moai moai,neutral
menuju babak plyof grinning face with sweat,neutral
m apaan,negative
alter ego antidakat trofi trophy,negative
final rrq vs siapa,neutral
onik sekarang kahh,negative
nonton ribu like cuma ribu body blue raised arms,neutral
bosen onix lolos terus tapi tidak pernah bawa piala mseries,negative
alter ego dark sistem,negative
jam brp sih,negative
yapping nya,positive
kapan mulai matchnya,neutral
yalter egola sejam lebih nungood tidakmeu,negative
malah judii,positive
nic alter ego,negative
langya pa to,neutral
this alter ego time not onic time,negative
sejam setentidakh wak,negative
lama njir menit,negative
dukung onic ketik,positive
this alter ego time not onic time,negative
halo,negative
alter ego juara,negative
ban yss jasuke,neutral
nonton ribu like cuma ribu body blue raised arms,neutral
onic jt cari lawan,neutral
yapping,positive
yuk alter ego juara,negative
onic menang udah,negative
menit gelo,positive
bismillah evos is back,neutral
alter ego tidakbakal menang,negative
stop taruhan woy,neutral
mana woii,negative
judi,positive
mabar,positive
goodluck alter ego group stage exit secured in m,neutral
mana katanya ipos is bek face with tears of joy face with tears of joy face with tears of joy,neutral
alter ego let s go,negative
dinda orang dinda,neutral
main jam berapa bre,neutral
onic alter ego,positive
onic onic,positive
mahal bang eyes purple crying,positive
gelo menit loh,neutral
alter ego gok gok gok,negative
puyatan matatapos laban alas,neutral
jam berapa tidakme nya bg,negative
alter ego bakal pecah telor juaraa,negative
rrq main jam berapa,neutral
good luck alter ego letsgooww black heart black heart black heart,positive
jantidakn harepin alter ego menang biar pasif nya aktif moai moai moai,neutral
kasih si biar dk bosan mpl jugan onic mulu,negative
karbitan alter ego banyak tertawatertawa,neutral
baru rbu view,neutral
lets go todaak,neutral
main jam berapa ni,negative
bismillah folded hands alter ego juara,neutral
alter ego menang dentidakn score,negative
bismillah semotidak ngood tidakmea karbitan,negative
kalah biasa,negative
menit lgi brp jam jier,negative
ayoo onic id semantidakt onic kalahkan alter egoo onic match panas hari,neutral
onic juara mpl,neutral
go alter ego,negative
onic jt,positive
lagood tidakme,negative
ayo pilih alter ego ketik pilih onic ketik,negative
ff,negative
main jam brp bg,neutral
nonton ribu like cuma ribu body blue raised arms,neutral
ciee final sepi tidak da evos rrq,neutral
onic kalah,negative
udah mulai bg,negative
kendy,positive
aku sonic tpii feeling ku menang alter ego loudly crying face loudly crying face,positive
lets go alter ego bantai onic face fuchsia tongue out,negative
aq pendukung onic pngen sii onic menang tpi aq jutidak pengen alterigo menang karna terharu sama nino nya season season tidak lelah berjuang onic ntidaklah dulu lah kasih nino kebahagiaan impiannya,positive
setia alterchamps s,neutral
alter ego,negative
siapa berani gue alter ego meliyar,negative
miskin aja sok mau taruhan,negative
kendi,positive
siapa cok,negative
ukir sejarah is real,positive
kendy siapa kocak,positive
mulai jam berapa tidakis,negative
onic menang guys,positive
baru mulai,negative
face blue smiling,neutral
cendy crispy iy,positive
onic banget,positive
tidak dulu deh,negative
alamak cendy,positive
rrq jadwal nya kapan,positive
menit kocakk,positive
sepi karna belum mulai boy,negative
si retplek kata pens debu ungu,neutral
dica ricardo siapa,neutral
beneran cendy jing tertawatertawaw,positive
si sanz sakit katanya,negative
alter ego gogogo,negative
aihh lama,negative
juara tetap onic adik,positive
opet tertawa,positive
rrq kapan main,positive
gelok public enemy,negative
jam berapa mulainya bang,negative
s marketing face with tears of joy face with tears of joy face with tears of joy,positive
rrq kapan oi face red droopy eyes,neutral
psti,neutral
beda sama dibawah pleading face kalau menang koar koar,neutral
yuka cuy,positive
we own this,negative
yok lah alter ego juara,positive
jam berapa mulai yh vg,neutral
alter ego m winking face with tongue,negative
onik jt aja sini,negative
cepet mulai,negative
ogogo alter ego,negative
thanks,positive
iklan ni,negative
menang alter ego gua mimpi tidakme terakhir arfy savage,neutral
cendy bala bala y,neutral
cebdy,negative
jam cuma buat iklan face blue smiling,neutral
onic ni,positive
gue petidakng alter ego m siapa berani,negative
woy lama gua mau liat final rrq face red droopy eyes,neutral
weuy jantidakn judi,negative
mainnya,negative
face red droopy eyes face purple crying,neutral
skip dah,negative
cendy alyssa,positive
tired face,negative
caper,negative
meskipun alter ego musuh tapi alter ego rispek sama tim lawan,negative
mainkan elzard,negative
bercanda wee,negative
rrq main jam berapa bwang clown face,neutral
bukan onic menang,negative
crispy cendyy,positive
tidakya lu,positive
ayoo onic menang onic kasih alter ego tidakme ajaa,positive
onnik nih,positive
bangun sendi cari kerja sono,neutral
ramaikan kolom komentar dentidakn,negative
eyes purple crying,positive
parakan,neutral
onic bantai alter ego,negative
kata lucu epos is bekk,positive
chou kejut cendy tertawa,negative
aku alter ego,negative
egood tidakmepos ntidakrep m,negative
congrats onic id,negative
nonton ribu like cuma ribu body blue raised arms,neutral
haa,positive
woe mpl id yapping,neutral
misikn teriak miskin lucu face with tears of joy,negative
waktunya alter ego juara bismillah,positive
mas sandy mas sandy tertawatertawatertawa,neutral
penting ngomong,positive
lama,negative
woy rrq kapan malter egon,neutral
onic anj,positive
jantidakn pamerin iklan lu,negative
alter ego,negative
cendol dark sistem jiing,negative
alter ego mental nasional blm internasional,negative
rrq jam berapa serius nanya,negative
mulai jam kelama,negative
gua dukung alter ego kok hapus komen gua,negative
evos mimpi kemarin guys,negative
onic alter ego gue mau onic juara tapi ntidak pengen alter ego kalah,negative
jam berapa mulai nya,negative
se sempurna apa si lo sampe nge hina bang cendy,negative
jam brp mulainya,neutral
jam berapa main,negative
sapa fans masuk gua aja sono,negative
mainnya jam jugan tungood tidakmeuin,negative
harinya alter ego,negative
onic,positive
mingcun jahat pleading face,negative
jantidakn kasi kiboy hero inisiator,neutral
kureng sendi,neutral
jam brp main,negative
koh tenang nino usahain bawa trofi gh alter ego trophy,neutral
match mpl vs mpl,neutral
yapping mulu,positive
nt oppo cendy,neutral
llq goa,positive
dah keluar,negative
grand final sepi,negative
ntidak berani sama gue petidakng alter ego m,negative
onic main,positive
lama yaping,negative
onic champion mpl indo n champion m,neutral
cepot cepot,negative
jam berapa sih,negative
lama ajuga,negative
nafari out,negative
info main jamber,neutral
nonton ribu like cuma ribu body blue raised arms,neutral
alter ego go go go,negative
jam,positive
pemuda pancasila tidak,negative
onic grup konsisten,positive
buat lama aja cecunguk,negative
rrq main jam berapa,neutral
jam berapa si mulainya,negative
kok sepi kursinya bnyak kosong,negative
ego juara,positive
rrq,positive
misi king onic bentar antidakat piala,neutral
nairana brisik caper bngt lol,negative
onic,positive
my kairi,negative
evos evos disini evos evos disana,negative
rrq,positive
nonton ribu like cuma ribu body blue raised arms,neutral
match nya mulai pukul berapa bang,neutral
face fuchsia wide eyes,positive
kalah bukan musuhnya jago pleading face,positive
cangood tidakmeung,negative
ayam cuih,negative
winking face with tongue,positive
sepi karna belom malter egon,negative
kapan mulai nya,negative
katanya tidakme jam,negative
mulainya lama jam,negative
judol buset,negative
cuan cuan cuan,negative
my kairi loudly crying face loudly crying face,negative
rrw,positive
lawan kalah asal jantidakn sama evos pleading face,negative
nairana brisik hama,neutral
skip aja ni,negative
info in dana alter ego,neutral
tq,positive
tidak palter egodahnya banyak cakap,negative
pialanya kasih alter ego aja onic,negative
matchnya mulai jam berapa sih,negative
albert badut,negative
jam brapa mulai,neutral
onic lesgow,positive
kok banyak nanya air air qyu,negative
memeq,positive
maaf tapi onic borong piala bawa balik piala m series indo,neutral
mulai nya cok,negative
kasih alter ego juara tidak sih onic,negative
onic juara nih mah,positive
rrq kpn main,neutral
jamber guys mulai,negative
kairi sumedang tertawatertawa,neutral
ktertawatertawakw kairi,neutral
goww,negative
match cuan,positive
kairoo,negative
kairul loudly crying face,negative
match jam,neutral
rrq fans nya bocil tertawa,negative
a,positive
kan rrq,negative
bersama koch adi siap tsunami tropi hugood tidakmeing face hugood tidakmeing face hugood tidakmeing face,neutral
rrq aneng,negative
pede onicvv,positive
dz,negative
s,negative
mah kumar,negative
alther ego,negative
alter ego onic belom dateng pik,negative
berharap alter ego menciptakan sejarah baru mpl id season,neutral
jam set wib kan,neutral
tidakss onic kuu,negative
lah kairi mullet woii tidaktau tertawa,negative
gogogo onic,positive
iya bang iya rrq tidakda tidakusa banyak bacot,negative
z,positive
stopp rrq kapan main rrq tidak lolos play off,negative
bismillah onic juara mpl s,neutral
benak onic fans mimpi mata altercham saatnya menghujuntukan mimpi terkubur,negative
kairo,positive
onik fiks juara,neutral
nonton ribu like cuma ribu body blue raised arms,neutral
juara ikut piala agustusan,neutral
lamanya loudly crying face,negative
pleading face waktunya bukan onic,negative
mana,negative
langsung intinya face with tears of joy face with tears of joy,positive
muntidakin,negative
tidakcor,negative
alter ego go,negative
lama,negative
mulai jam brapa,negative
bismillah onic menang aamiin,positive
rrq mana rrq,negative
dimulainya kapan btw,neutral
okay,negative
bismillah onic yok yokk,positive
goo onic,positive
onok,positive
mulai jam brp,negative
lama,negative
nt dah,positive
letsgo onic,positive
bismillah alther ego juara,neutral
onic,positive
langsung piala nya kasih king alter ego,positive
bjir ai,negative
rrq ayam,negative
ayamm,positive
backhand index pointing up winking face with tongue,positive
sabar kocak org tidakada mau nonton kuis kya gini nungood tidakmeu mulai dlu,negative
bismillah semotidak onic juara,neutral
jam brpa main jing,negative
goo anic,positive
mulai jam,neutral
on international champion onic,positive
main menit lag,negative
voting bre,neutral
rrq bot,negative
jam berapa mulainya,negative
lamanya yaping jutidak,negative
epos tlph,negative
woii atidak cepetan dikit,negative
rrq pulang beaming face with smiling eyes,negative
tes,positive
belum mulai kan,negative
tidakis mainnya,negative
llaammaa,positive
mah apa samsung busuk,negative
ereri ko gda tim ayam,neutral
backhand index pointing down winking face with tongue,neutral
es teller,neutral
ketik,positive
nonton ribu like cuma ribu body blue raised arms,neutral
q,positive
mana nih blm nonton,negative
mama aku mseries,positive
winking face with tongue winking face with tongue winking face with tongue,positive
rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,neutral
rrq,positive
sorry end thenk you,negative
face blue wide eyes face blue wide eyes,neutral
spam semua jir,negative
lama ntidak sabar pengen lihat onic hari akhir,negative
ketik,positive
btr badut play off clown face clown face clown face,neutral
sorry end thenk you eyes purple crying,negative
memk,negative
rrq menang hari,positive
waktunya onic bkn rrq,positive
pak ap,neutral
rr,positive
min running text nya kurang spasi mpl indonesia season harusnya spasi,negative
apa bang,positive
mtidakpain sih komennya,negative
goa,positive
keburu mau cas hp gw,neutral
backhand index pointing down winking face with tongue,neutral
alter ego jt,negative
cristiano ronaldo nomor is the goat rrq hastag goat,neutral
body blue raised arms,neutral
pleading face lawan siapapun kalah asal jantidakn evos pleading face,negative
cat with tears of joy,positive
comment an orang indonesia paling tidak bermutu pantes bnyk miskin,negative
gw alter ego jt,negative
spam rrq,negative
hama,positive
cuma evos cuma evos cuma evos cuma evoss,negative
percuma masuk playoff kalau tidak final,neutral
alter ego jt,negative
waktunya alter ego juara,neutral
titidak ll,negative
jam brp mulai,negative
evos pulang,negative
predik alter ego juara,neutral
atas langit onov,neutral
backhand index pointing down,neutral
mulainya jam berapa cok,neutral
alh feler,negative
waktunya bukan onic pleading face,positive
langsung aja kasih rrq pialanya,neutral
alter ego jt,negative
tim cendy,neutral
king of,positive
penuh arti piala onic urutan si tim jago,neutral
mulai jam brapa pler,neutral
it s time alter ego menjadi juara,neutral
goo alter ego buat cetak sejarah bawa piasa mpl jadi final m aamin,neutral
m nya apa,negative
face orange raised eyebrow,positive
king,positive
rrq rrq,positive
is back evos,negative
lama ktl,negative
nice alu,positive
xie baru lolos play off,neutral
penguin blue waving tear,positive
aku suka tuan alter ego,positive
tolongin lah evos pleading face,neutral
nak,negative
predik alter ego juara finals mvp nino,neutral
kingdom sedang menyamar,neutral
grinning face grinning face,negative
bencyanaa,negative
serius aku nonton dri jam,negative
oke,positive
king rr back,neutral
alter ego juaraa,negative
king ivis is bick,negative
jam berapa mulai nya,negative
alter ego menang,negative
mpl dentidakn yapping terbanyak,negative
berapa jam,neutral
mulai nya jam brp,negative
kot,neutral
full tidak stage,negative
m backhand index pointing down backhand index pointing down winking face with tongue,negative
jam berapa,negative
go o,neutral
emang goa sinyal rrq,positive
kapan mulainya min,neutral
rrq poke,negative
kink iposs back to goa,neutral
asik jutidak nih event nya pilih hero hero rolling on the floor laughing,neutral
semotidak coach adi ngood tidakmek respect ban yss,negative
les goo alter ego,negative
belzing duet from skylarkk,positive
suara gemini imut jir,negative
kebanyakan yapiing,negative
face with tears of joy face with hand over mouth,positive
ayo semua pilih alter ego ketik,negative
yazuke cuma yss haya,negative
onic juara good tidakme onic,positive
mulai,positive
alu sma miya jir tertawaktertawatertawa,neutral
kink alter ego vs kink onic,neutral
gemini darksistem anying,negative
semantidakt alter ego lu juara,negative
stop yaping,negative
rrq,positive
saaveeroo,positive
mpl id mpl dentidakn yapping terbanyak,neutral
nonton rb like rb subrcribe jt sekarang jam,neutral
good tidakme onic,negative
iya njir,negative
rrq kg main,positive
evos jm brpa,negative
kawal terus,positive
rrq lawan apa final nya,neutral
udah coyy udah gosong jantidakn dimasak ntar makin gosong face with tears of joy,negative
alter ego mengukir sejarah trophy yellow smiling,neutral
aokwos miya,neutral
goo onic,positive
pak ap nangiss,positive
topi bimo picky pick,neutral
evos baru lolos play off,neutral
yaping yaping yapinh,negative
hero darksayastem tapi player nya bukan darksayastem face with hand over mouth,neutral
onic menang gw botak,negative
mainnya setentidakh sore adik adik,neutral
pak ap kembalikan skylar pleading face,neutral
semantidakt alter ego flexed biceps,negative
pasif onic coach adi,positive
oo perintidakat rrq,negative
buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering buffering,negative
lamaa,positive
take a long time,negative
number kok msuk goa person turqouise waving,neutral
rrq kingdom x lokal,neutral
kasih pialauntuk king alter ego,positive
m maksudnya,negative
cr,neutral
mulai jam berapa bang,negative
harusnya perintidakat ikut m,negative
finger red number one medal yellow first red after ego,neutral
mau nanya main jam berapa,neutral
ayam rrq,neutral
kapan mainnya,positive
hai,negative
lets go alter ego mengukir sejarah,neutral
gemini darksayastem,positive
rrq menang amiin,positive
ngetik evos fam tertawa,negative
alter ego menang allah,negative
cendy dark sistem gua sering liat live nya mas dean,neutral
gua petidakng onic alter ego tim apaan face with tears of joy face with tears of joy,neutral
letsgi alter ego,negative
prediksi alter ego onic face orange biting nails,neutral
backhand index pointing down squinting face with tongue,neutral
uu,positive
banyak okum gini gokil,neutral
rrq main jm berapa,negative
coach adi jantidakn ban yss yazuke,neutral
alter ego vs onic rrq menang,neutral
bet,positive
spam tuh sdm rendah tidakmpang provok,negative
gemini kapan rrq m series,neutral
eeq menang,positive
face with tongue,neutral
rinz the cringe udh alm,negative
fans rrq,neutral
pe ape,negative
komen rusak jirr main siapa face green smiling,negative
er er ki main jam berapa,neutral
gio,positive
kucing berak sekebon tertawatertawa,neutral
miskin yatim piatu sok mau taruhan,negative
jam brpa mulai main nya,negative
november o nya apa onic,neutral
req menang,positive
l mpl,neutral
lama bngt ni mpl bisan nonton,positive
goa peruntukan reguler or julukan goa moai,neutral
alter ego onic,negative
jantidakn miya lah winking face,negative
maju jauh ujungnya tidak lolos,negative
lama anjir,positive
mulainya jam berapa si,negative
jawab main jam berapa,neutral
jantidakn nyalakan pasih alter ego folded hands folded hands folded hands,negative
let s go rrq rolling on the floor laughing,neutral
lamanya,negative
albert dibeli rrq bareng brusko,neutral
tebak siapa menang alter ego onic,negative
goa nomor udah nongol,negative
apaan dahh lama bangt anj,negative
maksud nya apa,negative
tidak penting langsung match aja,negative
kalian dukung mna onic sini deh merapat,positive
onic turu walter ego,negative
bismillahirrahmanirrahim goo onic wiin,positive
main nya jam guyss,negative
november n nya apa navi tim apaan rrq nih squinting face with tongue,neutral
alter ego wwiinn,negative
alter ego onic face orange biting nails,negative
crispy cendy ikut main mobile legends,positive
adik adik mainnya,neutral
he,positive
lah mm lah,positive
udh bner tidak rrq kalian mobile legendsah bahas rrq mulu bukannya tenang kalian malah bikin brisik,negative
pakai saber aja winking face,negative
apipi,positive
oktober bersearah,neutral
jam berapa main nya,negative
liatin tidakme nya lah mpl woi,negative
malter egon jam brp guyd,neutral
gw mekkah berdoa onic semotidak menang,neutral
alterego bismillah,positive
alter bego go go,negative
liat tidakmeplaynya woy,negative
kpn malter egonnya ee,negative
alter ego good luck berproses semotidak menang,negative
emot kairi dulu guys winking face with tongue backhand index pointing down,neutral
tidakring,negative
kingdom iri liat tim nya playoff aja tidakbisa,negative
squinting face with tongue,neutral
let s go king alter ego,negative
mana tidakme play na,negative
its alter ego time,negative
menang lawan rrq,positive
kapan malter egonnya etdah malah tidakjelas,negative
mpl makin kesini makin bnyk drma tidakring,positive
cendy bot,negative
laamaa,positive
goa nomor pala nya nongol,neutral
jam ntidaksal,negative
nah bener udah tidakada aja bahas terus sebenernya mau tidak rrq ngood tidakmeak sama aja grinning face with sweat grinning face with sweat,negative
alter ego mengukir sejarah onic ntidaklah aja hand orange covering eyes,negative
dinda sok asik,neutral
challenge tidak penting,negative
malter egon jam brp,neutral
rrq posisi jadi langsung lolos m,neutral
mulai aja langsung tot,neutral
oo tidak,positive
alter ego menang sih,negative
rqq jam berapa main,neutral
gua mimpi alter ego juara,neutral
mulai jam brp,negative
alter ego pede,negative
alter ego mengukir sejarah onic ntidaklah aja hand orange covering eyes,negative
tidak ajak,negative
kingdom,positive
belum mulai,positive
mpl tidakring publik min lihatin,negative
jauh sono,neutral
langsung kasih aja piala mpl buat alter ego minn,neutral
mpl gring publok poke liatin,negative
alter ego gw tetap mendukungmu meskipun tahun berlalu,negative
alter ego gogogogo,negative
kingdom tau tidak hand orange covering eyes,negative
yakali tidakda malter egon miya,neutral
kapan mulai bg,negative
piala pertama alter ego,neutral
day terakhir mpl,neutral
publik poke main liatin odang mau liat pro player malah liatin pkke poke,negative
piala mpl onic brp,neutral
x nomor koar face blue smiling,neutral
kasih trofi nya kek alter ego kali,neutral
darat,positive
onic alter ego kapan,negative
rrq ukir sejarah,positive
onic alter ego bingung gw,negative
alter ego alter ego,negative
subscriber mpl jt,neutral
rrq malter egon,neutral
fanny darat yawning face,neutral
funy darat,neutral
fany darat rolling on the floor laughing rolling on the floor laughing,neutral
percuma playoff tidak juara,negative
darat njiirr,neutral
jam brpa mulainy,positive
lama kh main nya,negative
tidak energi maksa ektertawa,negative
bo,positive
darat bener,negative
darat vanget,neutral
inilah nyatanya darksayastem squinting face with tongue rolling on the floor laughing,neutral
rrq punya scoc tim tidak punya wlee elbowcough,negative
ntidakntuk,negative
maksa make funy hahahaha,negative
sok make fanny darat,negative
jam berapa main nya ges,neutral
tidakya tidakyaan lu main fanny cable angin gtu,positive
rrq main yah,positive
wts tiket grand final legend tidak datang sakit folded hands,neutral
langsung kasih pilanya onic esport gelloik,neutral
darat ks,neutral
funy epic,positive
goo onic,positive
publik rank,positive
darat nat,positive
jam berapa main nya,negative
tidak ajak sok asik,negative
faniy darat,neutral
fanny panuan ktertawaw,neutral
tidak fannyy,negative
bo kan,negative
jam berapa main nya,negative
rrq vs onic,negative
poke nah rajeh,neutral
admin mpl live final nya jam brp jing malah nyuguhin tontonan tidak bermutu,negative
mawi,negative
udh miss banyak tintidakah,negative
jam we jam,negative
rrq malter egon kejuaraartn rw,positive
lama banget jam brp,negative
fanny darat,neutral
penonton nya dikit karna tidakda rrq raised hand cat with tears of joy raised back of hand,positive
oke makasi,positive
evos cuma punya m karatan face purple crying,neutral
x hastaq nibos,neutral
kocak mpl tidak jelas,negative
mulainya jam brp jir,positive
rrq main,positive
tidakda rrq penonton nya cuma dikit smirking face pinching hand,negative
rrq nnti malter egon kejuaraan kecamatan,neutral
rrq kapan,negative
tertawatertawatertawatertawa,neutral
nanya fanny darat lu malter egon tidak face blue smiling,neutral
wib,negative
evos juara kecamatan,neutral
tidak badut jadi sepi,negative
untung gua dukung menang,positive
wib woi baru main,negative
g bermutu,positive
grand final jam brp,neutral
alter ego juara goodvibes,positive
lila,positive
sorry tertawa goodvibes,positive
jahat mana,negative
jm final main,neutral
lama ck,negative
btr best team in the world,positive
hahahaha darat recall,negative
iya tidak badut jadi sepi padal kemarin pas lawan alter ego badutnya jadi rame,negative
mid baru rrq,neutral
recall face blue smiling,negative
gua taruhan jt metidakng onic,neutral
tidakda rrq tidakda penonton jamet kampuntidakn,negative
semantidakt alter ego juara,negative
evos team purba m karatan nih boss face blue smiling,neutral
miya brawlyy,positive
coo darat banget,negative
apaa,positive
pascol,positive
kapan mainnya onic,positive
a,positive
kocak,negative
latidak tani moai,neutral
kira pascol,positive
gw jutidak lawan fanny,negative
mod berkerja tertawa,neutral
alucard muntidakin muncul,neutral
rrq main kapan bang sorry baru liat mpl,negative
kongdom caper,negative
buat tidak tau onic vs alter ego jam wib,negative
jual skin beli skill,neutral
apalah nih main kaya bucah epicc,positive
tidak sabar liat rrq nich,negative
tertawatertawa,positive
rrq masuk gua lol,negative
kapan main nya bjir,negative
fanny nya tertawatertawa,neutral
war apa,neutral
tidak makro nyaa,negative
kasian esme main sendiri,positive
darat epic,positive
esmeralda nya jago,positive
rrq masuk gua wokotertawawtertawak pemain ampas semua,negative
mpl tidak butuh streaner,negative
rrq klub padel,neutral
retri nya jual indomaret moai,neutral
aldi taher aktertawaw,neutral
yahahaa tidakda rrq,negative
evos malter egon kejuaraan kecamatan,neutral
war epic njir,positive
kongdom anak smp tidur aja dek dek,negative
mulai nya kapan bro,negative
team lawak,negative
req team hina,negative
mulai jam berapa,negative
m karatan tapi kok tidak tertawatertawa kocaak,negative
miya natidak hitam bro,neutral
rrq team hina,negative
evos pemain bagus tapi tidak dapet tiket m,negative
alu retri woi,neutral
udah retri tidak dapet,negative
acara apaan,negative
raccoon nangis goa tertawtertawaw,negative
apalah niat nonton final mobile legendsh nonton kek gini,negative
rerti woi,negative
